population,indicator_name,year,group,total_value,flag_for_publishing,total_low_ci,total_high_ci,male_value,male_flag_for_publishing,male_low_ci,male_high_ci,female_value,female_flag_for_publishing,female_low_ci,female_high_ci,estimated_number,estimated_number_low_ci,estimated_number_high_ci
adults,Unmet need for GP due to cost,2013,Quintile 2,12.2,,10.1,14.4,10.0,,7.2,13.4,14.4,,11.4,17.7,89000.0,74000.0,104000.0
adults,Unmet need for GP due to cost,2013,Quintile 3,13.8,,12.0,15.7,11.1,,8.8,13.6,16.4,,13.7,19.4,102000.0,88000.0,115000.0
adults,Unmet need for GP due to cost,2013,Quintile 4,16.7,,14.9,18.5,12.5,,10.5,14.9,20.4,,17.9,23.1,119000.0,106000.0,131000.0
adults,Unmet need for GP due to cost,2013,Quintile 5,19.6,,17.7,21.7,15.6,,13.3,18.2,23.2,,20.3,26.3,133000.0,119000.0,146000.0
adults,Unmet need for GP due to cost,2014,Quintile 1,9.2,,7.3,11.3,7.1,,5.2,9.3,11.4,,8.7,14.6,68000.0,54000.0,82000.0
adults,Unmet need for GP due to cost,2014,Quintile 2,10.4,,9.0,12.0,6.8,,5.2,8.7,13.8,,11.8,16.0,77000.0,66000.0,88000.0
adults,Unmet need for GP due to cost,2014,Quintile 3,13.3,,11.3,15.6,9.5,,7.3,12.2,16.8,,14.0,19.8,100000.0,85000.0,115000.0
adults,Unmet need for GP due to cost,2014,Quintile 4,17.9,,16.2,19.6,13.5,,11.3,16.0,21.7,,19.2,24.4,131000.0,119000.0,143000.0
adults,Unmet need for GP due to cost,2014,Quintile 5,18.5,,16.6,20.5,15.1,,13.1,17.2,21.7,,19.2,24.3,129000.0,117000.0,142000.0
adults,Unmet need for GP due to cost,2015,Quintile 1,9.3,,7.8,10.9,5.4,,3.8,7.5,13.0,,10.5,15.9,70000.0,58000.0,81000.0
adults,Unmet need for GP due to cost,2015,Quintile 2,11.6,,9.9,13.5,8.5,,6.3,11.1,14.6,,11.7,18.1,88000.0,75000.0,102000.0
adults,Unmet need for GP due to cost,2015,Quintile 3,14.0,,12.3,15.8,10.9,,9.0,13.1,17.2,,15.0,19.6,108000.0,94000.0,121000.0
adults,Unmet need for GP due to cost,2015,Quintile 4,16.9,,15.3,18.6,12.5,,10.4,14.9,20.6,,17.9,23.6,129000.0,116000.0,141000.0
adults,Unmet need for GP due to cost,2015,Quintile 5,20.1,,17.9,22.5,15.4,,12.8,18.2,24.5,,21.6,27.6,143000.0,127000.0,160000.0
adults,Unmet need for GP due to cost,2016,Quintile 1,10.8,,9.0,12.9,9.9,,7.2,13.3,11.7,,9.2,14.6,84000.0,69000.0,98000.0
adults,Unmet need for GP due to cost,2016,Quintile 2,11.8,,9.8,14.0,7.5,,5.5,9.9,16.2,,13.6,19.0,92000.0,76000.0,108000.0
adults,Unmet need for GP due to cost,2016,Quintile 3,14.4,,12.4,16.7,11.8,,9.3,14.6,17.0,,14.5,19.8,113000.0,96000.0,129000.0
adults,Unmet need for GP due to cost,2016,Quintile 4,15.1,,13.5,16.8,10.6,,8.8,12.6,19.4,,17.0,21.9,118000.0,105000.0,130000.0
adults,Unmet need for GP due to cost,2016,Quintile 5,20.1,,18.1,22.2,15.5,,12.7,18.6,24.1,,21.5,26.8,147000.0,132000.0,162000.0
adults,Unmet need for GP due to cost,2017,Quintile 1,10.3,,8.5,12.3,8.7,,6.4,11.5,11.8,,9.7,14.2,81000.0,67000.0,96000.0
adults,Unmet need for GP due to cost,2017,Quintile 2,11.7,,10.0,13.5,10.3,,8.1,12.8,13.1,,10.6,16.0,93000.0,80000.0,107000.0
adults,Unmet need for GP due to cost,2017,Quintile 3,16.3,,14.5,18.3,12.0,,9.7,14.6,20.6,,18.0,23.4,130000.0,115000.0,145000.0
adults,Unmet need for GP due to cost,2017,Quintile 4,17.6,,16.1,19.2,12.8,,10.8,15.0,22.3,,20.0,24.7,141000.0,128000.0,154000.0
adults,Unmet need for GP due to cost,2017,Quintile 5,18.6,,17.1,20.2,14.1,,12.2,16.2,22.6,,20.6,24.7,139000.0,127000.0,151000.0
adults,Unmet need for GP due to cost,2018,Quintile 1,9.7,,8.0,11.5,6.0,,4.3,8.1,13.2,,10.7,16.0,78000.0,65000.0,92000.0
adults,Unmet need for GP due to cost,2018,Quintile 2,12.2,,10.1,14.5,9.2,,6.7,12.2,15.3,,12.6,18.4,98000.0,81000.0,115000.0
adults,Unmet need for GP due to cost,2018,Quintile 3,13.6,,11.8,15.6,10.2,,8.0,12.9,17.1,,14.3,20.1,110000.0,95000.0,125000.0
adults,Unmet need for GP due to cost,2018,Quintile 4,13.6,,12.0,15.3,8.9,,7.3,10.7,18.1,,15.8,20.7,111000.0,98000.0,124000.0
adults,Unmet need for GP due to cost,2018,Quintile 5,19.2,,17.4,21.2,15.1,,13.2,17.1,23.0,,20.4,25.8,146000.0,132000.0,160000.0
adults,Unmet need for GP due to cost,2019,Quintile 1,10.5,,8.4,12.9,9.0,,6.2,12.6,12.1,,9.1,15.6,86000.0,68000.0,104000.0
adults,Unmet need for GP due to cost,2019,Quintile 2,12.1,,9.7,15.0,10.5,,7.7,13.9,13.9,,10.5,17.8,100000.0,79000.0,120000.0
adults,Unmet need for GP due to cost,2019,Quintile 3,12.5,,10.8,14.5,9.4,,6.8,12.5,15.3,,12.7,18.3,102000.0,87000.0,116000.0
adults,Unmet need for GP due to cost,2019,Quintile 4,14.7,,12.9,16.6,11.2,,8.7,14.1,17.8,,15.0,21.0,117000.0,103000.0,132000.0
adults,Unmet need for GP due to cost,2019,Quintile 5,17.5,,15.7,19.3,14.1,,11.8,16.6,20.7,,18.2,23.5,135000.0,121000.0,149000.0
adults,Unmet need for GP due to cost,2020,Quintile 1,7.7,,5.8,9.9,6.9,,4.5,10.0,8.5,,6.3,11.1,63000.0,47000.0,79000.0
adults,Unmet need for GP due to cost,2020,Quintile 2,8.9,,7.1,10.9,5.0,,2.8,8.0,12.6,,10.1,15.4,74000.0,58000.0,89000.0
adults,Unmet need for GP due to cost,2020,Quintile 3,9.1,,7.2,11.2,6.2,,4.0,9.1,11.7,,8.8,15.2,76000.0,60000.0,92000.0
adults,Unmet need for GP due to cost,2020,Quintile 4,11.0,,9.4,12.7,8.4,,6.3,11.0,13.6,,11.3,16.1,92000.0,78000.0,105000.0
adults,Unmet need for GP due to cost,2020,Quintile 5,14.8,,13.0,16.7,11.6,,9.3,14.2,17.7,,15.0,20.7,117000.0,103000.0,131000.0
adults,Unmet need for GP due to cost,2021,Quintile 1,6.5,,4.6,8.9,3.1,e,1.4,6.0,10.6,,7.1,15.0,54000.0,37000.0,71000.0
adults,Unmet need for GP due to cost,2021,Quintile 2,11.0,,8.2,14.3,8.6,,4.8,13.8,13.5,,9.8,18.1,91000.0,67000.0,115000.0
adults,Unmet need for GP due to cost,2021,Quintile 3,10.2,,8.2,12.5,7.3,,4.1,11.7,12.7,,9.1,17.2,85000.0,67000.0,102000.0
adults,Unmet need for GP due to cost,2021,Quintile 4,13.2,,10.5,16.4,8.2,,5.4,11.8,18.0,,14.3,22.2,111000.0,87000.0,136000.0
adults,Unmet need for GP due to cost,2021,Quintile 5,14.9,,12.2,17.8,11.5,,7.9,15.9,17.6,,14.0,21.7,117000.0,96000.0,138000.0
adults,Unmet need for GP due to cost,2022,Quintile 1,10.9,,8.1,14.2,9.0,,6.0,13.0,12.5,,8.1,18.2,91000.0,67000.0,116000.0
adults,Unmet need for GP due to cost,2022,Quintile 2,11.1,,8.9,13.6,9.5,,6.4,13.5,12.7,,9.6,16.3,95000.0,76000.0,115000.0
adults,Unmet need for GP due to cost,2022,Quintile 3,11.0,,8.5,13.9,9.0,,5.3,14.2,12.7,,9.8,16.0,91000.0,70000.0,113000.0
adults,Unmet need for GP due to cost,2022,Quintile 4,14.3,,11.4,17.5,12.8,,8.7,17.9,15.3,,12.1,19.0,120000.0,95000.0,145000.0
adults,Unmet need for GP due to cost,2022,Quintile 5,17.1,,14.6,19.8,12.1,,9.1,15.8,21.7,,18.1,25.8,139000.0,118000.0,160000.0
adults,Unmet need for GP due to cost,2023,Quintile 1,13.0,,11.1,15.2,9.2,,6.1,13.2,16.7,,13.7,20.1,114000.0,97000.0,130000.0
adults,Unmet need for GP due to cost,2023,Quintile 2,14.1,,11.3,17.2,10.7,,7.7,14.3,16.6,,12.6,21.3,125000.0,100000.0,150000.0
adults,Unmet need for GP due to cost,2023,Quintile 3,16.0,,13.7,18.4,12.3,,9.5,15.5,19.5,,16.1,23.2,142000.0,122000.0,163000.0
adults,Unmet need for GP due to cost,2023,Quintile 4,16.4,,14.4,18.6,13.7,,10.8,17.0,19.2,,16.4,22.4,143000.0,126000.0,161000.0
adults,Unmet need for GP due to cost,2023,Quintile 5,16.5,,14.2,19.0,12.0,,9.0,15.5,20.6,,17.6,23.8,126000.0,108000.0,145000.0
adults,Unmet need for GP due to cost,2024,Quintile 1,13.0,,10.5,15.8,9.3,,6.0,13.6,16.4,,12.8,20.4,115000.0,92000.0,138000.0
adults,Unmet need for GP due to cost,2024,Quintile 2,13.5,,10.9,16.4,12.4,,8.8,16.7,14.7,,11.7,18.1,121000.0,98000.0,144000.0
adults,Unmet need for GP due to cost,2024,Quintile 3,14.8,,12.5,17.3,12.5,,9.2,16.5,17.0,,14.1,20.3,134000.0,113000.0,155000.0
adults,Unmet need for GP due to cost,2024,Quintile 4,15.9,,13.7,18.3,12.4,,9.8,15.3,19.3,,16.4,22.4,138000.0,118000.0,158000.0
adults,Unmet need for GP due to cost,2024,Quintile 5,17.6,,15.4,19.9,12.9,,10.1,16.1,21.6,,18.5,25.0,138000.0,119000.0,156000.0
adults,Unmet need for GP due to cost,2011,Northern | Te Tai Tokerau,11.1,,9.8,12.7,7.7,,6.2,9.5,14.4,,12.6,16.4,132000.0,108000.0,157000.0
adults,Unmet need for GP due to cost,2011,Midland | Te Manawa Taki,14.7,,13.0,16.6,10.9,,8.6,13.6,18.0,,15.5,20.8,101000.0,79000.0,122000.0
adults,Unmet need for GP due to cost,2011,Central | Te Ikaroa,15.3,,12.9,17.9,10.6,,8.5,13.0,19.4,,16.0,23.1,106000.0,84000.0,128000.0
adults,Unmet need for GP due to cost,2011,South Island | Te Waipounamu,14.5,,12.7,16.5,10.4,,8.5,12.7,18.7,,15.8,21.9,134000.0,106000.0,163000.0
adults,Unmet need for GP due to cost,2012,Northern | Te Tai Tokerau,12.8,,11.1,14.8,9.0,,6.9,11.5,16.5,,14.3,18.8,158000.0,127000.0,189000.0
adults,Unmet need for GP due to cost,2012,Midland | Te Manawa Taki,14.4,,12.5,16.5,10.4,,7.8,13.4,18.1,,15.7,20.6,101000.0,76000.0,126000.0
adults,Unmet need for GP due to cost,2012,Central | Te Ikaroa,18.8,,16.3,21.5,15.7,,13.3,18.5,21.5,,18.2,25.1,134000.0,107000.0,161000.0
adults,Unmet need for GP due to cost,2012,South Island | Te Waipounamu,13.7,,12.0,15.7,10.3,,8.2,12.8,17.1,,14.8,19.5,120000.0,94000.0,147000.0
adults,Unmet need for GP due to cost,2013,Northern | Te Tai Tokerau,12.0,,10.7,13.4,9.3,,7.6,11.2,14.7,,12.6,16.9,158000.0,131000.0,185000.0
adults,Unmet need for GP due to cost,2013,Midland | Te Manawa Taki,13.0,,11.2,15.0,9.8,,7.7,12.3,15.9,,13.6,18.4,93000.0,71000.0,115000.0
adults,Unmet need for GP due to cost,2013,Central | Te Ikaroa,16.3,,14.0,18.8,14.1,,11.5,17.0,18.3,,15.4,21.5,126000.0,102000.0,149000.0
adults,Unmet need for GP due to cost,2013,South Island | Te Waipounamu,16.5,,14.2,18.9,12.2,,9.3,15.7,20.6,,17.3,24.3,128000.0,99000.0,158000.0
adults,Unmet need for GP due to cost,2014,Northern | Te Tai Tokerau,11.9,,10.8,13.1,8.3,,7.0,9.8,15.2,,13.6,17.0,158000.0,132000.0,184000.0
adults,Unmet need for GP due to cost,2014,Midland | Te Manawa Taki,14.0,,12.0,16.1,11.2,,8.8,14.0,16.6,,14.1,19.3,100000.0,73000.0,127000.0
adults,Unmet need for GP due to cost,2014,Central | Te Ikaroa,17.8,,16.0,19.7,14.2,,11.8,16.9,21.1,,18.9,23.4,123000.0,96000.0,149000.0
adults,Unmet need for GP due to cost,2014,South Island | Te Waipounamu,13.4,,11.8,15.2,9.5,,7.7,11.6,17.3,,14.9,19.8,125000.0,99000.0,150000.0
adults,Unmet need for GP due to cost,2015,Northern | Te Tai Tokerau,11.7,,10.3,13.2,7.9,,6.5,9.6,15.3,,13.3,17.6,150000.0,129000.0,170000.0
adults,Unmet need for GP due to cost,2015,Midland | Te Manawa Taki,14.5,,13.0,16.0,11.4,,9.4,13.6,17.5,,15.4,19.8,109000.0,93000.0,125000.0
adults,Unmet need for GP due to cost,2015,Central | Te Ikaroa,16.9,,15.3,18.6,12.8,,10.8,15.1,20.5,,18.1,23.0,130000.0,112000.0,148000.0
adults,Unmet need for GP due to cost,2015,South Island | Te Waipounamu,15.6,,13.8,17.6,11.1,,8.9,13.6,20.0,,17.3,22.9,148000.0,129000.0,168000.0
adults,Unmet need for GP due to cost,2016,Northern | Te Tai Tokerau,11.5,,10.1,13.0,7.4,,5.8,9.4,15.4,,13.6,17.3,148000.0,128000.0,168000.0
adults,Unmet need for GP due to cost,2016,Midland | Te Manawa Taki,13.4,,11.9,14.9,10.8,,8.5,13.4,15.9,,14.1,17.8,102000.0,85000.0,119000.0
adults,Unmet need for GP due to cost,2016,Central | Te Ikaroa,16.8,,15.0,18.7,14.2,,11.6,17.2,19.0,,16.8,21.4,138000.0,120000.0,156000.0
adults,Unmet need for GP due to cost,2016,South Island | Te Waipounamu,17.0,,15.1,19.2,13.0,,10.6,15.8,21.0,,18.4,23.9,165000.0,143000.0,187000.0
adults,Unmet need for GP due to cost,2017,Northern | Te Tai Tokerau,13.1,,11.8,14.5,11.0,,9.1,13.2,15.1,,13.5,16.9,176000.0,158000.0,193000.0
adults,Unmet need for GP due to cost,2017,Midland | Te Manawa Taki,15.3,,13.7,17.0,11.5,,9.6,13.5,19.1,,16.6,21.8,119000.0,102000.0,137000.0
adults,Unmet need for GP due to cost,2017,Central | Te Ikaroa,16.8,,15.0,18.8,13.6,,11.3,16.1,19.9,,17.5,22.5,131000.0,114000.0,148000.0
adults,Unmet need for GP due to cost,2017,South Island | Te Waipounamu,15.3,,13.6,17.1,10.6,,8.7,12.7,19.9,,17.4,22.6,158000.0,135000.0,181000.0
adults,Unmet need for GP due to cost,2018,Northern | Te Tai Tokerau,12.8,,11.4,14.4,8.4,,6.6,10.5,17.2,,15.2,19.4,180000.0,155000.0,206000.0
adults,Unmet need for GP due to cost,2018,Midland | Te Manawa Taki,12.0,,10.5,13.5,9.3,,7.6,11.2,14.5,,12.4,16.8,99000.0,85000.0,113000.0
adults,Unmet need for GP due to cost,2018,Central | Te Ikaroa,15.4,,13.6,17.4,11.2,,9.3,13.4,19.6,,17.0,22.5,130000.0,112000.0,148000.0
adults,Unmet need for GP due to cost,2018,South Island | Te Waipounamu,14.6,,12.9,16.5,11.0,,8.8,13.4,17.9,,15.5,20.5,134000.0,114000.0,154000.0
adults,Unmet need for GP due to cost,2019,Northern | Te Tai Tokerau,12.4,,10.8,14.2,9.4,,7.4,11.8,15.4,,13.3,17.8,176000.0,146000.0,206000.0
adults,Unmet need for GP due to cost,2019,Midland | Te Manawa Taki,12.5,,10.7,14.5,9.7,,7.5,12.4,15.1,,12.5,18.0,103000.0,83000.0,124000.0
adults,Unmet need for GP due to cost,2019,Central | Te Ikaroa,14.6,,12.3,17.0,10.7,,8.3,13.6,18.0,,15.3,21.0,118000.0,97000.0,140000.0
adults,Unmet need for GP due to cost,2019,South Island | Te Waipounamu,14.7,,13.0,16.7,13.7,,10.9,17.0,15.7,,13.6,18.1,143000.0,119000.0,166000.0
adults,Unmet need for GP due to cost,2020,Northern | Te Tai Tokerau,10.2,,8.6,11.9,8.1,,6.2,10.3,12.3,,10.2,14.8,140000.0,115000.0,165000.0
adults,Unmet need for GP due to cost,2020,Midland | Te Manawa Taki,10.5,,8.7,12.5,7.2,,5.0,9.8,13.4,,11.0,16.1,92000.0,72000.0,113000.0
adults,Unmet need for GP due to cost,2020,Central | Te Ikaroa,9.7,,8.1,11.4,7.2,,5.3,9.4,12.2,,9.3,15.7,82000.0,65000.0,99000.0
adults,Unmet need for GP due to cost,2020,South Island | Te Waipounamu,10.5,,8.9,12.3,7.5,,5.4,10.2,13.5,,11.1,16.3,107000.0,86000.0,128000.0
adults,Unmet need for GP due to cost,2021,Northern | Te Tai Tokerau,9.4,,7.6,11.5,6.8,,4.2,10.4,11.6,,9.2,14.4,130000.0,101000.0,159000.0
adults,Unmet need for GP due to cost,2021,Midland | Te Manawa Taki,10.7,,8.3,13.4,4.7,,2.4,8.2,16.1,,12.2,20.6,84000.0,63000.0,106000.0
adults,Unmet need for GP due to cost,2021,Central | Te Ikaroa,14.1,,11.3,17.3,10.5,,7.1,14.7,17.9,,13.6,23.0,130000.0,100000.0,161000.0
adults,Unmet need for GP due to cost,2021,South Island | Te Waipounamu,11.1,,8.7,13.9,7.8,,5.2,11.1,14.9,,11.3,19.1,113000.0,85000.0,141000.0
adults,Unmet need for GP due to cost,2022,Northern | Te Tai Tokerau,12.0,,10.3,14.0,10.0,,7.3,13.3,13.8,,11.4,16.6,177000.0,146000.0,207000.0
adults,Unmet need for GP due to cost,2022,Midland | Te Manawa Taki,12.0,,10.0,14.2,8.8,,6.4,11.7,14.9,,12.1,18.0,104000.0,83000.0,126000.0
adults,Unmet need for GP due to cost,2022,Central | Te Ikaroa,17.5,,14.5,20.9,16.1,,11.8,21.1,18.4,,15.2,22.1,145000.0,114000.0,177000.0
adults,Unmet need for GP due to cost,2022,South Island | Te Waipounamu,10.9,,8.8,13.3,8.1,,5.4,11.5,13.8,,10.5,17.7,110000.0,85000.0,136000.0
adults,Unmet need for GP due to cost,2023,Northern | Te Tai Tokerau,16.8,,14.7,19.1,12.9,,10.4,15.9,20.3,,17.3,23.6,249000.0,210000.0,288000.0
adults,Unmet need for GP due to cost,2023,Midland | Te Manawa Taki,10.9,,9.3,12.8,8.0,,5.9,10.6,13.7,,11.4,16.4,99000.0,79000.0,118000.0
adults,Unmet need for GP due to cost,2023,Central | Te Ikaroa,15.5,,13.5,17.6,11.8,,9.4,14.5,18.6,,15.7,21.7,133000.0,115000.0,151000.0
adults,Unmet need for GP due to cost,2023,South Island | Te Waipounamu,16.2,,14.2,18.3,12.5,,9.8,15.7,20.0,,17.0,23.4,170000.0,144000.0,196000.0
adults,Unmet need for GP due to cost,2024,Northern | Te Tai Tokerau,15.4,,13.3,17.6,13.5,,10.7,16.8,17.2,,14.9,19.6,251000.0,209000.0,292000.0
adults,Unmet need for GP due to cost,2024,Midland | Te Manawa Taki,11.6,,10.0,13.3,7.6,,5.5,10.1,15.6,,13.4,17.9,99000.0,80000.0,118000.0
adults,Unmet need for GP due to cost,2024,Central | Te Ikaroa,15.9,,14.0,18.0,11.8,,9.4,14.5,19.2,,16.3,22.3,127000.0,107000.0,148000.0
adults,Unmet need for GP due to cost,2024,South Island | Te Waipounamu,16.0,,13.7,18.5,13.1,,10.1,16.6,18.9,,15.2,22.9,169000.0,134000.0,203000.0
adults,Unmet need for GP due to cost,2018,Non-disabled,12.8,,12.1,13.7,9.3,,8.3,10.3,16.4,,15.3,17.5,470000.0,441000.0,499000.0
adults,Unmet need for GP due to cost,2018,Disabled,21.8,,18.7,25.1,16.2,,12.5,20.4,25.8,,22.0,29.8,70000.0,60000.0,81000.0
adults,Unmet need for GP due to cost,2019,Non-disabled,12.7,,11.8,13.7,10.2,,8.8,11.6,15.3,,14.1,16.5,471000.0,437000.0,505000.0
adults,Unmet need for GP due to cost,2019,Disabled,21.5,,18.0,25.3,19.1,,14.0,25.0,23.4,,18.3,29.1,69000.0,56000.0,81000.0
adults,Unmet need for GP due to cost,2020,Non-disabled,9.7,,8.8,10.6,7.3,,6.2,8.5,12.0,,10.7,13.4,361000.0,328000.0,394000.0
adults,Unmet need for GP due to cost,2020,Disabled,16.0,,13.6,18.7,10.6,,7.7,14.3,20.0,,16.3,24.2,58000.0,48000.0,69000.0
adults,Unmet need for GP due to cost,2021,Non-disabled,10.5,,9.5,11.6,7.0,,5.6,8.7,14.0,,12.3,15.7,392000.0,353000.0,432000.0
adults,Unmet need for GP due to cost,2021,Disabled,17.3,,13.0,22.2,13.6,,7.7,21.8,20.4,,14.7,27.2,65000.0,49000.0,82000.0
adults,Unmet need for GP due to cost,2022,Non-disabled,11.9,,10.8,13.2,9.7,,8.1,11.4,14.1,,12.6,15.8,451000.0,407000.0,496000.0
adults,Unmet need for GP due to cost,2022,Disabled,21.7,,17.5,26.5,19.9,,13.7,27.4,22.6,,17.7,28.1,84000.0,65000.0,102000.0
adults,Unmet need for GP due to cost,2023,Non-disabled,14.5,,13.4,15.6,11.2,,9.9,12.7,17.6,,16.1,19.1,566000.0,525000.0,607000.0
adults,Unmet need for GP due to cost,2023,Disabled,22.5,,19.5,25.7,16.3,,11.6,22.0,26.1,,22.2,30.4,83000.0,70000.0,95000.0
adults,Unmet need for GP due to cost,2024,Non-disabled,14.1,,13.0,15.1,10.9,,9.5,12.5,17.0,,15.6,18.5,555000.0,514000.0,596000.0
adults,Unmet need for GP due to cost,2024,Disabled,22.8,,19.1,26.9,22.6,,17.0,29.0,23.2,,18.7,28.2,89000.0,70000.0,108000.0
adults,Unfilled prescription due to cost,2011,Total,7.3,,6.6,8.1,5.8,,4.8,6.9,8.8,,7.9,9.7,256000.0,230000.0,281000.0
adults,Unfilled prescription due to cost,2012,Total,6.1,,5.7,6.6,4.2,,3.7,4.9,7.9,,7.1,8.7,216000.0,199000.0,233000.0
adults,Unfilled prescription due to cost,2013,Total,6.1,,5.5,6.7,4.5,,3.9,5.3,7.5,,6.7,8.4,218000.0,197000.0,238000.0
adults,Unfilled prescription due to cost,2014,Total,6.5,,6.0,7.1,4.9,,4.2,5.7,8.1,,7.4,8.8,239000.0,220000.0,259000.0
adults,Unfilled prescription due to cost,2015,Total,6.3,,5.9,6.9,4.3,,3.8,4.8,8.3,,7.5,9.2,238000.0,220000.0,256000.0
adults,Unfilled prescription due to cost,2016,Total,7.0,,6.2,7.7,5.0,,4.2,5.8,8.9,,7.9,9.9,268000.0,239000.0,296000.0
adults,Unfilled prescription due to cost,2017,Total,6.6,,6.0,7.2,4.6,,3.9,5.5,8.5,,7.7,9.3,258000.0,234000.0,282000.0
adults,Unfilled prescription due to cost,2018,Total,5.3,,4.8,5.9,3.4,,2.8,4.0,7.2,,6.5,8.0,213000.0,193000.0,233000.0
adults,Unfilled prescription due to cost,2019,Total,5.2,,4.6,5.8,3.5,,2.7,4.6,6.9,,6.0,7.8,210000.0,186000.0,234000.0
adults,Unfilled prescription due to cost,2020,Total,3.1,,2.7,3.6,2.1,,1.6,2.7,4.2,,3.5,5.0,129000.0,110000.0,148000.0
adults,Unfilled prescription due to cost,2021,Total,3.5,,2.9,4.1,2.2,,1.5,3.1,4.7,,3.8,5.8,143000.0,119000.0,168000.0
adults,Unfilled prescription due to cost,2022,Total,4.0,,3.4,4.8,3.0,,2.2,4.0,5.1,,4.2,6.0,169000.0,140000.0,197000.0
adults,Unfilled prescription due to cost,2023,Total,3.9,,3.5,4.4,3.5,,2.9,4.2,4.3,,3.7,4.9,168000.0,151000.0,186000.0
adults,Unfilled prescription due to cost,2024,Total,3.6,,2.9,4.3,2.6,,1.9,3.4,4.5,,3.7,5.5,155000.0,125000.0,184000.0
adults,Unfilled prescription due to cost,2011,15-24,8.8,,7.2,10.7,6.2,,4.2,8.9,11.5,,9.0,14.5,55000.0,45000.0,66000.0
adults,Unfilled prescription due to cost,2011,25-34,10.2,,8.5,12.1,8.4,,5.9,11.5,11.9,,9.8,14.2,55000.0,46000.0,65000.0
adults,Unfilled prescription due to cost,2011,35-44,8.5,,7.3,9.9,7.1,,5.3,9.3,9.8,,8.0,11.8,52000.0,44000.0,59000.0
adults,Unfilled prescription due to cost,2011,45-54,6.8,,5.4,8.5,5.1,,3.3,7.5,8.5,,6.8,10.4,43000.0,33000.0,52000.0
adults,Unfilled prescription due to cost,2011,55-64,5.8,,4.6,7.1,4.7,,3.3,6.4,6.9,,5.3,8.7,29000.0,23000.0,35000.0
adults,Unfilled prescription due to cost,2011,65-74,4.0,,2.7,5.7,3.3,,1.8,5.6,4.7,,2.9,7.2,14000.0,9000.0,18000.0
adults,Unfilled prescription due to cost,2011,75+,3.1,,1.8,4.9,2.8,e,1.2,5.4,3.4,e,1.6,6.1,8000.0,4000.0,12000.0
adults,Unfilled prescription due to cost,2012,15-24,6.4,,4.9,8.2,2.5,,1.6,3.8,10.3,,7.6,13.7,40000.0,30000.0,50000.0
adults,Unfilled prescription due to cost,2012,25-34,7.8,,6.6,9.1,6.0,,4.2,8.2,9.4,,7.7,11.4,42000.0,36000.0,49000.0
adults,Unfilled prescription due to cost,2012,35-44,7.0,,5.9,8.3,5.3,,3.6,7.5,8.6,,7.0,10.5,42000.0,35000.0,49000.0
adults,Unfilled prescription due to cost,2012,45-54,7.4,,6.3,8.6,5.2,,3.9,6.9,9.4,,7.7,11.3,46000.0,39000.0,53000.0
adults,Unfilled prescription due to cost,2012,55-64,5.8,,4.5,7.4,4.8,,3.4,6.5,6.8,,4.9,9.1,30000.0,23000.0,37000.0
adults,Unfilled prescription due to cost,2012,65-74,3.1,,2.3,4.2,2.7,,1.6,4.1,3.6,,2.3,5.2,11000.0,8000.0,14000.0
adults,Unfilled prescription due to cost,2012,75+,1.9,,1.2,3.0,1.0,e,0.4,2.2,2.6,,1.4,4.4,5000.0,3000.0,7000.0
adults,Unfilled prescription due to cost,2013,15-24,5.0,,4.0,6.2,3.7,,2.3,5.7,6.4,,4.9,8.2,32000.0,25000.0,38000.0
adults,Unfilled prescription due to cost,2013,25-34,7.8,,6.3,9.5,5.5,,3.6,7.9,10.0,,8.1,12.2,44000.0,35000.0,52000.0
adults,Unfilled prescription due to cost,2013,35-44,7.6,,6.4,9.0,5.2,,3.7,7.0,9.8,,8.1,11.8,45000.0,38000.0,52000.0
adults,Unfilled prescription due to cost,2013,45-54,7.9,,6.4,9.7,6.0,,4.5,7.9,9.7,,7.2,12.8,50000.0,40000.0,60000.0
adults,Unfilled prescription due to cost,2013,55-64,4.6,,3.6,5.8,3.8,,2.5,5.3,5.4,,3.9,7.3,24000.0,18000.0,29000.0
adults,Unfilled prescription due to cost,2013,65-74,4.0,,3.0,5.3,3.2,,1.9,5.1,4.7,,3.2,6.6,15000.0,11000.0,19000.0
adults,Unfilled prescription due to cost,2013,75+,3.1,,2.0,4.5,3.1,e,1.4,5.7,3.1,,1.7,5.1,8000.0,5000.0,12000.0
adults,Unfilled prescription due to cost,2014,15-24,5.9,,4.7,7.3,3.5,,2.4,4.9,8.5,,6.4,11.0,38000.0,30000.0,46000.0
adults,Unfilled prescription due to cost,2014,25-34,8.8,,7.1,10.6,6.9,,4.6,9.9,10.6,,8.6,12.8,52000.0,42000.0,62000.0
adults,Unfilled prescription due to cost,2014,35-44,8.0,,6.8,9.4,4.9,,3.5,6.6,10.9,,8.9,13.1,47000.0,40000.0,55000.0
adults,Unfilled prescription due to cost,2014,45-54,7.1,,6.0,8.3,5.7,,4.3,7.3,8.3,,6.6,10.4,45000.0,38000.0,52000.0
adults,Unfilled prescription due to cost,2014,55-64,6.3,,4.7,8.2,6.1,,4.2,8.5,6.4,,4.6,8.7,33000.0,24000.0,42000.0
adults,Unfilled prescription due to cost,2014,65-74,4.1,,3.0,5.5,3.4,,1.8,5.8,4.8,,3.4,6.5,16000.0,11000.0,20000.0
