indicator_id,indicator_name,indicator_short_name,theme,barrier_type,population,group,year,percent_value,trend_flag_for_publishing,percent_raw
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Total Pacific,2012,20.9,,20.9 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Total Asian,2012,14.4,,14.4 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Total European/Other,2012,13.1,,13.1 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Total Northern,2012,12.8,,12.8 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Total Midland,2012,14.4,,14.4 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Total Central,2012,18.8,,18.8 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Total South Island,2012,13.7,,13.7 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Māori men,2012,19.7,,19.7 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Māori women,2012,30.6,,30.6 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Pacific men,2012,15.8,,15.8 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Pacific women,2012,25.2,,25.2 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Asian men,2012,9.7,,9.7 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Asian women,2012,19.2,,19.2 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,European/Other men,2012,9.8,,9.8 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,European/Other women,2012,16.2,,16.2 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Northern men,2012,9.0,,9.0 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Midland men,2012,10.4,,10.4 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Central men,2012,15.7,,15.7 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,South Island men,2012,10.3,,10.3 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Northern women,2012,16.5,,16.5 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Midland women,2012,18.1,,18.1 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Central women,2012,21.5,,21.5 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,South Island women,2012,17.1,,17.1 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Total Non-disabled,2012,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Total Disabled,2012,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Non-disabled men,2012,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Disabled men,2012,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Non-disabled women,2012,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,adults,Disabled women,2012,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Total,2012,6.1,,6.1 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Men,2012,4.2,,4.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Women,2012,7.9,,7.9 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,15-24,2012,6.4,,6.4 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,25-34,2012,7.8,,7.8 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,35-44,2012,7.0,,7.0 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,45-54,2012,7.4,,7.4 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,55-64,2012,5.8,,5.8 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,65-74,2012,3.1,,3.1 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,75+,2012,1.9,,1.9 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Total Māori,2012,14.5,,14.5 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Total Pacific,2012,15.0,,15.0 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Total Asian,2012,4.8,,4.8 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Total European/Other,2012,4.7,,4.7 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Total Northern,2012,5.8,,5.8 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Total Midland,2012,6.2,,6.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Total Central,2012,8.4,,8.4 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Total South Island,2012,4.7,,4.7 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Māori men,2012,9.8,,9.8 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Māori women,2012,18.8,,18.8 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Pacific men,2012,9.1,,9.1 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Pacific women,2012,19.9,,19.9 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Asian men,2012,4.0,,4.0 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Asian women,2012,5.7,,5.7 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,European/Other men,2012,3.2,,3.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,European/Other women,2012,6.1,,6.1 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Northern men,2012,3.9,,3.9 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Midland men,2012,4.6,,4.6 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Central men,2012,5.9,,5.9 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,South Island men,2012,3.2,,3.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Northern women,2012,7.6,,7.6 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Midland women,2012,7.7,,7.7 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Central women,2012,10.7,,10.7 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,South Island women,2012,6.2,,6.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Total Non-disabled,2012,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Total Disabled,2012,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Non-disabled men,2012,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Disabled men,2012,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Non-disabled women,2012,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,adults,Disabled women,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Men,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Women,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,15-24,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,25-34,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,35-44,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,45-54,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,55-64,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,65-74,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,75+,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Māori,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Pacific,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Asian,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total European/Other,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Northern,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Midland,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Central,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total South Island,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Māori men,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Māori women,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Pacific men,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Pacific women,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Asian men,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Asian women,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,European/Other men,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,European/Other women,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Northern men,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Midland men,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Central men,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,South Island men,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Northern women,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Midland women,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Central women,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,South Island women,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Non-disabled,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Total Disabled,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Non-disabled men,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Disabled men,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Non-disabled women,2012,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,adults,Disabled women,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Men,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Women,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,15-24,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,25-34,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,35-44,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,45-54,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,55-64,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,65-74,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,75+,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Māori,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Pacific,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Asian,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total European/Other,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Northern,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Midland,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Central,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total South Island,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Māori men,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Māori women,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Pacific men,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Pacific women,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Asian men,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Asian women,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,European/Other men,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,European/Other women,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Northern men,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Midland men,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Central men,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,South Island men,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Northern women,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Midland women,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Central women,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,South Island women,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Non-disabled,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Total Disabled,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Non-disabled men,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Disabled men,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Non-disabled women,2012,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,adults,Disabled women,2012,,,
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total,2012,3.8,,3.8 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Men,2012,2.4,,2.4 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Women,2012,5.1,,5.1 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,15-24,2012,4.2,,4.2 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,25-34,2012,5.4,,5.4 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,35-44,2012,3.4,,3.4 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,45-54,2012,3.8,,3.8 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,55-64,2012,3.3,,3.3 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,65-74,2012,2.3,,2.3 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,75+,2012,3.4,,3.4 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Māori,2012,9.2,,9.2 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Pacific,2012,8.3,,8.3 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Asian,2012,3.0,,3.0 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total European/Other,2012,2.9,,2.9 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Northern,2012,3.5,,3.5 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Midland,2012,4.3,,4.3 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Central,2012,5.5,,5.5 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total South Island,2012,2.5,,2.5 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Māori men,2012,7.4,,7.4 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Māori women,2012,11.0,,11.0 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Pacific men,2012,4.2,,4.2 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Pacific women,2012,11.7,,11.7 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Asian men,2012,1.2,e,1.2 e
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Asian women,2012,4.8,,4.8 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,European/Other men,2012,1.9,,1.9 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,European/Other women,2012,3.9,,3.9 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Northern men,2012,1.7,,1.7 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Midland men,2012,3.1,,3.1 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Central men,2012,4.1,,4.1 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,South Island men,2012,1.7,,1.7 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Northern women,2012,5.3,,5.3 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Midland women,2012,5.5,,5.5 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Central women,2012,6.7,,6.7 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,South Island women,2012,3.2,,3.2 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Non-disabled,2012,,,
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Total Disabled,2012,,,
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Non-disabled men,2012,,,
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Disabled men,2012,,,
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Non-disabled women,2012,,,
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,adults,Disabled women,2012,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total,2013,5.3,,5.3 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Boys,2013,5.1,,5.1 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Girls,2013,5.5,,5.5 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,0-4,2013,1.6,,1.6 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,'5-9,2013,6.4,,6.4 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,'10-14,2013,8.0,,8.0 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Māori,2013,6.8,,6.8 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Pacific,2013,8.9,,8.9 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Asian,2013,3.4,e,3.4 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total European/Other,2013,4.5,,4.5 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Northern,2013,4.1,,4.1 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Midland,2013,5.0,,5.0 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Central,2013,6.9,,6.9 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total South Island,2013,6.0,,6.0 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Māori boys,2013,7.7,,7.7 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Māori girls,2013,5.8,,5.8 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Pacific boys,2013,7.7,,7.7 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Pacific girls,2013,10.3,,10.3 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Asian boys,2013,3.6,e,3.6 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Asian girls,2013,3.2,e,3.2 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,European/Other boys,2013,4.4,,4.4 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,European/Other girls,2013,4.6,,4.6 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Northern boys,2013,4.0,,4.0 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Midland boys,2013,5.1,,5.1 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Central boys,2013,7.3,,7.3 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,South Island boys,2013,5.0,,5.0 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Northern girls,2013,4.3,,4.3 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Midland girls,2013,4.8,e,4.8 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Central girls,2013,6.5,,6.5 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,South Island girls,2013,6.9,e,6.9 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Non-disabled,2013,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Disabled,2013,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Non-disabled boys,2013,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Disabled boys,2013,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Non-disabled girls,2013,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Disabled girls,2013,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total,2013,4.1,,4.1 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Boys,2013,4.2,,4.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Girls,2013,4.0,,4.0 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,0-4,2013,2.5,,2.5 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,'5-9,2013,5.5,,5.5 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,'10-14,2013,4.3,,4.3 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Māori,2013,7.5,,7.5 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Pacific,2013,11.2,,11.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Asian,2013,1.1,e,1.1 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total European/Other,2013,2.6,,2.6 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Northern,2013,4.8,,4.8 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Midland,2013,3.8,e,3.8 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Central,2013,4.9,,4.9 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total South Island,2013,1.8,,1.8 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Māori boys,2013,8.4,,8.4 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Māori girls,2013,6.5,,6.5 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Pacific boys,2013,9.4,,9.4 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Pacific girls,2013,13.4,,13.4 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Asian boys,2013,0.5,e,0.5 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Asian girls,2013,1.7,e,1.7 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,European/Other boys,2013,2.9,,2.9 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,European/Other girls,2013,2.2,,2.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Northern boys,2013,4.8,,4.8 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Midland boys,2013,3.7,e,3.7 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Central boys,2013,5.4,,5.4 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,South Island boys,2013,1.6,e,1.6 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Northern girls,2013,4.8,,4.8 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Midland girls,2013,4.0,e,4.0 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Central girls,2013,4.4,,4.4 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,South Island girls,2013,1.9,e,1.9 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Non-disabled,2013,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Disabled,2013,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Non-disabled boys,2013,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Disabled boys,2013,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Non-disabled girls,2013,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Disabled girls,2013,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total,2013,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Boys,2013,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Girls,2013,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,'1-4,2013,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,'5-9,2013,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,'10-14,2013,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Māori,2013,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Pacific,2013,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Asian,2013,,,
