indicator_id,indicator_name,indicator_short_name,theme,barrier_type,population,group,year,percent_value,trend_flag_for_publishing,percent_raw
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total,2011,4.7,,4.7 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Boys,2011,5.0,,5.0 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Girls,2011,4.4,,4.4 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,0-4,2011,2.1,,2.1 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,'5-9,2011,6.8,,6.8 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,'10-14,2011,5.3,,5.3 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Māori,2011,7.6,,7.6 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Pacific,2011,6.1,,6.1 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Asian,2011,2.4,e,2.4 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total European/Other,2011,4.1,,4.1 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Northern,2011,3.9,,3.9 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Midland,2011,4.3,,4.3 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Central,2011,7.3,,7.3 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total South Island,2011,4.1,e,4.1 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Māori boys,2011,7.7,,7.7 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Māori girls,2011,7.6,,7.6 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Pacific boys,2011,6.3,,6.3 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Pacific girls,2011,6.0,,6.0 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Asian boys,2011,,S,S
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Asian girls,2011,2.9,e,2.9 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,European/Other boys,2011,4.7,,4.7 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,European/Other girls,2011,3.4,,3.4 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Northern boys,2011,4.8,,4.8 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Midland boys,2011,4.0,,4.0 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Central boys,2011,6.8,,6.8 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,South Island boys,2011,4.8,e,4.8 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Northern girls,2011,2.9,e,2.9 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Midland girls,2011,4.6,,4.6 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Central girls,2011,7.8,,7.8 
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,South Island girls,2011,3.4,e,3.4 e
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Non-disabled,2011,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Total Disabled,2011,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Non-disabled boys,2011,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Disabled boys,2011,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Non-disabled girls,2011,,,
2,Unmet need for GP due to cost,GP cost barrier,Health Access,Cost,children,Disabled girls,2011,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total,2011,6.7,,6.7 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Boys,2011,6.3,,6.3 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Girls,2011,7.1,,7.1 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,0-4,2011,7.2,,7.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,'5-9,2011,7.5,,7.5 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,'10-14,2011,5.4,,5.4 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Māori,2011,12.4,,12.4 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Pacific,2011,11.3,,11.3 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Asian,2011,3.2,,3.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total European/Other,2011,4.7,,4.7 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Northern,2011,6.3,,6.3 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Midland,2011,10.6,,10.6 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Central,2011,6.7,,6.7 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total South Island,2011,3.2,,3.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Māori boys,2011,11.6,,11.6 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Māori girls,2011,13.2,,13.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Pacific boys,2011,10.3,,10.3 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Pacific girls,2011,12.2,,12.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Asian boys,2011,2.8,e,2.8 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Asian girls,2011,3.6,e,3.6 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,European/Other boys,2011,4.2,,4.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,European/Other girls,2011,5.2,,5.2 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Northern boys,2011,5.5,,5.5 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Midland boys,2011,10.5,,10.5 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Central boys,2011,7.6,,7.6 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,South Island boys,2011,2.6,e,2.6 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Northern girls,2011,7.3,,7.3 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Midland girls,2011,10.7,,10.7 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Central girls,2011,6.0,,6.0 
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,South Island girls,2011,3.9,e,3.9 e
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Non-disabled,2011,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Total Disabled,2011,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Non-disabled boys,2011,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Disabled boys,2011,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Non-disabled girls,2011,,,
1,Unfilled prescription due to cost,Prescription cost barrier,Health Access,Cost,children,Disabled girls,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Boys,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Girls,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,'1-4,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,'5-9,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,'10-14,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Māori,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Pacific,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Asian,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total European/Other,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Northern,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Midland,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Central,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total South Island,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Māori boys,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Māori girls,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Pacific boys,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Pacific girls,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Asian boys,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Asian girls,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,European/Other boys,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,European/Other girls,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Northern boys,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Midland boys,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Central boys,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,South Island boys,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Northern girls,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Midland girls,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Central girls,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,South Island girls,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Non-disabled,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Total Disabled,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Non-disabled boys,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Disabled boys,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Non-disabled girls,2011,,,
6,Unmet need for dental health care due to cost,Dental cost barrier,Health Access,Cost,children,Disabled girls,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Boys,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Girls,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,0-4,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,'5-9,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,'10-14,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Māori,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Pacific,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Asian,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total European/Other,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Northern,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Midland,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Central,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total South Island,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Māori boys,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Māori girls,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Pacific boys,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Pacific girls,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Asian boys,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Asian girls,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,European/Other boys,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,European/Other girls,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Northern boys,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Midland boys,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Central boys,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,South Island boys,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Northern girls,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Midland girls,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Central girls,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,South Island girls,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Non-disabled,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Total Disabled,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Non-disabled boys,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Disabled boys,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Non-disabled girls,2011,,,
4,Unmet need for GP due to wait time,GP wait time barrier,Health Access,Timeliness,children,Disabled girls,2011,,,
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Total,2011,3.1,,3.1 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Boys,2011,2.7,,2.7 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Girls,2011,3.6,,3.6 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,0-4,2011,3.1,,3.1 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,'5-9,2011,3.6,,3.6 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,'10-14,2011,2.6,,2.6 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Total Māori,2011,6.2,,6.2 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Total Pacific,2011,7.4,,7.4 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Total Asian,2011,2.0,e,2.0 e
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Total European/Other,2011,1.8,,1.8 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Total Northern,2011,3.6,,3.6 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Total Midland,2011,2.0,,2.0 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Total Central,2011,4.0,,4.0 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Total South Island,2011,2.5,e,2.5 e
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Māori boys,2011,5.4,,5.4 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Māori girls,2011,7.0,,7.0 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Pacific boys,2011,6.3,,6.3 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Pacific girls,2011,8.5,,8.5 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Asian boys,2011,1.3,e,1.3 e
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Asian girls,2011,2.9,e,2.9 e
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,European/Other boys,2011,1.4,,1.4 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,European/Other girls,2011,2.2,,2.2 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Northern boys,2011,3.4,,3.4 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Midland boys,2011,2.3,e,2.3 e
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Central boys,2011,2.4,e,2.4 e
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,South Island boys,2011,1.7,e,1.7 e
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Northern girls,2011,4.0,,4.0 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Midland girls,2011,1.6,e,1.6 e
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Central girls,2011,5.5,,5.5 
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,South Island girls,2011,3.3,e,3.3 e
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Total Non-disabled,2011,,,
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Total Disabled,2011,,,
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Non-disabled boys,2011,,,
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Disabled boys,2011,,,
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Non-disabled girls,2011,,,
3,Unmet need for GP due to transport,GP transport barrier,Health Access,Transport,children,Disabled girls,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Total,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Boys,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Girls,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,0-4,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,'5-9,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,'10-14,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Total Māori,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Total Pacific,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Total Asian,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Total European/Other,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Total Northern,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Total Midland,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Total Central,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Total South Island,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Māori boys,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Māori girls,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Pacific boys,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Pacific girls,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Asian boys,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Asian girls,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,European/Other boys,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,European/Other girls,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Northern boys,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Midland boys,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Central boys,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,South Island boys,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Northern girls,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Midland girls,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Central girls,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,South Island girls,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Total Non-disabled,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Total Disabled,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Non-disabled boys,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Disabled boys,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Non-disabled girls,2011,,,
5,Unmet need for GP due to work,GP work constraint,Health Access,Time constraint,children,Disabled girls,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Total,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Boys,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Girls,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,'2-4,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,'5-9,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,'10-14,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Total Māori,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Total Pacific,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Total Asian,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Total European/Other,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Total Northern,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Total Midland,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Total Central,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Total South Island,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Māori boys,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Māori girls,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Pacific boys,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Pacific girls,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Asian boys,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Asian girls,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,European/Other boys,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,European/Other girls,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Northern boys,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Midland boys,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Central boys,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,South Island boys,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Northern girls,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Midland girls,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Central girls,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,South Island girls,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Total Non-disabled,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Total Disabled,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Non-disabled boys,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Disabled boys,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Non-disabled girls,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,children,Disabled girls,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,Total,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,Men,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,Women,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,15-24,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,25-34,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,35-44,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,45-54,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,55-64,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,65-74,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,75+,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,Total Māori,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,Total Pacific,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,Total Asian,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,Total European/Other,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,Total Northern,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,Total Midland,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,Total Central,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,Total South Island,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,Māori men,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,Māori women,2011,,,
7,Unmet need for mental health care and addictions services,Mental health access barrier,Health Access,Mental health access,adults,Pacific men,2011,,,
